,time,comment
5411,45:27 ,NASA you should pay Mark Rober that is why  of people are here
5412,45:28 ,Hello world Good landing NASA with the Perseverance on Mars
5413,45:29 ,howd they get the camera there
5414,45:29 ,this video is lagging my computer
5415,45:30 ,which desert is this
5416,45:30 ,about
5417,45:30 ,wow it s so interesting
5418,45:30 ,NASA WOW
5419,45:30 ,hello from mauritius
5420,45:30 ,HELLO NASA FROM BALKANNNNNNN
5421,45:31 ,this is cool
5422,45:31 ,waiting for landing frames
5423,45:33 ,it s hapening
5424,45:33 ,WOAH THIS IS SO POG
5425,45:33 ,mark rober how are things
5426,45:34 ,how long
5427,45:34 ,where is tommyinnit
5428,45:34 ,Everybody the landing will happen in about an hour
5429,45:35 ,is the rover being power by wind or solar
5430,45:35 ,so historic
5431,45:35 ,WoW very interesting
5432,45:35 ,Hello Earthlings I see you have found a way to find me
5433,45:36 ,Where the camera gon be
5434,45:36 ,yougotthis elbowcough elbowcough
5435,45:36 ,NASA dont let the rover crash
5436,45:36 ,how film
5437,45:36 ,How long until it lands
5438,45:37 ,It s history
5439,45:37 ,cleaning wipe game is strong
5440,45:39 ,The time is now
5441,45:40 ,MarkRober Thanks for spreading awareness about this it is so cool
5442,45:41 ,de are together
5443,45:41 , Minutes till landing Good luck NASA We re rooting for you in our home today
5444,45:42 ,How do I fast forward
5445,45:42 ,when it land
5446,45:43 ,how much time left until it lands
5447,45:43 ,about to start
5448,45:43 ,Count down
5449,45:45 ,thanos has all the stones
5450,45:45 ,We are going to mars
5451,45:45 ,i cant see my comment
5452,45:46 ,when is it landing
5453,45:46 ,This
5454,45:47 ,Good luck perseverance
5455,45:47 ,Hey Mark Rober
5456,45:47 ,Good luck and safe landing Perseverance
5457,45:51 ,any one India
5458,45:51 ,where is mark ROBER AHHHHHHHHHHHHH
5459,45:51 ,Thanks Swattti
5460,45:51 ,why double mask They can t hear that what they said
5461,45:52 ,a car battery WAIT BUT THEY HAD LIKE THE BIUGGEST PART IN IT AHHH
5462,45:54 ,Her hair is thick
5463,45:54 ,Dream is watching
5464,45:55 ,when does it land
5465,45:55 ,poggers we are going to mars
5466,45:56 ,Is markrober in here with us If so this is double cool
5467,45:56 ,IS MARK ROBER here
5468,45:57 ,Really hope this works
5469,45:58 ,Realm of Apophis the king of the Martians is waiting for Perseverance
5470,45:59 ,NASA What is the purpose of the protruding horns on the blades of the Mars helicopter Are they counter weights a way to control the air around the swashplate servos to reduce dust or something else
5471,45:59 ,I WAS HERE
5472,46:01 ,I wish for the best
5473,46:01 ,Ms Seamster and Mr Susco Taylor You out there
5474,46:01 ,Mark Rober how you doing
5475,46:01 ,yeay mars here we come
5476,46:02 ,all the best Nasa
5477,46:02 ,THIS IS BETTER THAN WATCHING A MOVIE
5478,46:05 ,wait im am  miles from mars on my laptop
5479,46:06 ,hi from Brasil
5480,46:06 ,Hi guys here to see Mars
5481,46:06 ,i was there
5482,46:07 ,mortalOP in the chat bois
5483,46:07 ,How Long do you guys hold your breath until Perseverance lands on Mars
5484,46:07 ,it s  am for me and I m struggling to keep myself awake
5485,46:08 ,POOGGG I was here shout to Mark Rober
5486,46:08 ,Woah
5487,46:08 ,it lands in  minutes
5488,46:08 ,History is about to be made boiiis
5489,46:08 ,Wow this is awesome
5490,46:08 ,PagChomp
5491,46:09 ,When will it land
5492,46:09 ,epic space pog moments coming up
5493,46:10 ,when is the landing time
5494,46:10 ,Cool
5495,46:10 ,germany City of hanau
5496,46:11 ,my name is there
5497,46:11 ,im recording this historic moment
5498,46:11 ,Landing In about  minutes
5499,46:12 ,Hi from Rebecca and Camilla from Oslo So excited
5500,46:12 ,exteamly well hm
5501,46:12 ,This is so lame
5502,46:13 ,i luv how they are landing a rover on marsvand everyone spams pog
5503,46:13 ,NASA Health Take a look
5504,46:13 ,i was here
5505,46:15 ,Mark Rober is the only reason I am here and excited for what he calls the  minutes of terror
5506,46:16 ,Good luck from Moscow
5507,46:16 ,God blesssssss America
5508,46:16 ,THIS CHAT IS POINTLESS THIS CHAT IS POINTLESS
5509,46:16 ,I m here Just sayin
5510,46:17 ,Roger that nasa Here in mich my tv remote is already pointing at mars to help steer the mars copter P No problems to ewport
5511,46:17 ,Is their going to be footage of mars
5512,46:18 ,this is so pog
5513,46:18 , bois LET S GO
5514,46:18 ,its almost there Humanity has gotten far wowowowowow hehe pog
5515,46:18 ,Why are there no pictures of what is being seen now
5516,46:19 ,is not started
5517,46:19 ,BLACKPINK IN YOUR AREA
5518,46:20 ,Excited to watch it live best wishes from Bangladesh
5519,46:20 ,Can t wait until the day that we can get actual live footage from probes like this
5520,46:20 ,When started
5521,46:20 ,COOL
5522,46:21 ,NASA How does Perseverance s parachute able to withstand Mars heat
5523,46:21 ,say somethig
5524,46:21 ,What happening im back
5525,46:22 ,Speed run any when
5526,46:22 ,where are the aliens
5527,46:23 ,when is it starting
5528,46:24 ,its starting bois
5529,46:25 ,WHO IS MARK ROBER
5530,46:25 ,is it starting
5531,46:26 ,I will work here I hope
5532,46:26 ,Mark Rober wassup can this comment be in your video
5533,46:26 ,What time is landing expected
5534,46:27 ,is some her from balkan
5535,46:28 ,when it will start
5536,46:28 ,Wonderful for children
5537,46:29 ,What happens with the rover that has been on Mars
5538,46:30 ,ok but who cares
5539,46:30 ,Good Luck NASA
5540,46:30 ,cool
5541,46:30 ,best wishes NASA
5542,46:30 ,Wait how is this PoG
5543,46:31 ,Ayo why nobody chatting
5544,46:32 ,I am thinking of a number from  to 
5545,46:32 ,from India
5546,46:33 ,Almost a million viewers wow
5547,46:33 ,microwave
5548,46:34 ,Dream is here
5549,46:34 ,LETS RICK ROLL NASA LETS RICK ROLL NASA LETS RICK ROLL NASA LETS RICK ROLL NASA LETS RICK ROLL NASA LETS RICK ROLL NASA LETS RICK ROLL NASA LETS RICK ROLL NASA LETS RICK ROLL NASA
5550,46:34 ,Very loooong landing Probably the Rover was sent to Russia instead of Mars shelterin yougotthis
5551,46:34 ,I was here
5552,46:34 ,Only  thousand watching I mean low
5553,46:35 ,there is a lot of spamming now more spamming than donut s live before
5554,46:36 ,i am a great fan of mark rober and want to become a engineer love you sir uday dabas
5555,46:36 ,Its just about to happen
5556,46:36 ,EEEEEEEEEEEE CHEESE IS GOOD
5557,46:36 ,show me the rover bruv
5558,46:37 ,hi from iran
5559,46:37 ,Mark Rober Mark Ruffalo yo big fan here
5560,46:38 ,were almost at a mullion viewers
5561,46:38 ,She ain t gonna talk about about the Polar Lander
5562,46:39 ,NUMBER ONE VICTORY ROYALE YET FORTNITE WE BOUT TO GET DOWN GET DOWN
5563,46:39 ,Rip opportunity
5564,46:40 ,It s a school morning
5565,46:41 ,We are all witnessing history here
5566,46:41 ,hey Mark Rober
5567,46:42 ,my battery is low and it s getting dark
5568,46:43 ,Nasa Makes another World Record
5569,46:45 ,Where s mark watney
5570,46:46 , hour or some ima set a timer
5571,46:46 ,hi everyone
5572,46:47 ,Good luck Perseverance and Ingenuity
5573,46:47 ,Ive been here since the first  people where waiting lol
5574,46:47 ,road to  mil
5575,46:47 ,Greetings Claudia
5576,46:48 ,What Time is it supposed to land
5577,46:49 ,Brings a tear to my eye
5578,46:50 ,let s do this
5579,46:50 ,How s it going NASA
5580,46:51 ,Mark Rober hi hope we can do this
5581,46:51 ,What a great milestone
5582,46:51 ,This is so cool I can t wait
5583,46:52 ,GOOD LUCK NASA FROM INDIA
5584,46:52 ,why are people saying that they are here because of mark rober
5585,46:52 ,im so ready lets move there
5586,46:53 ,hello i am from the year  i just want to say pog
5587,46:55 ,yooo who else say chippy play with pewds
5588,46:55 ,This is so cool
5589,46:56 ,Yo I was here
5590,46:56 ,I am very happy to see
5591,46:57 ,NASA What will the approximate time of Landing be
5592,46:57 ,Holy god the chat is blowed up
5593,46:57 ,this is cool
5594,46:57 ,What happened to USSR Is there still competition yt oops oops oops oops goodvibes
5595,46:58 ,when s yungblud doing that thing
5596,46:58 ,hello everyone
5597,46:58 ,سلام از ایران به تمام علاقه مندان علم در کره ی خاکی hi from IRAN to all who love sience in all over the world
5598,47:00 ,AYOOO MARS TIME
5599,47:00 ,To dust ye shall return
5600,47:00 ,MARK ROBER FANS ARE HERE
5601,47:01 ,QUESTION is the rover aluminum if not correct me if im wrong but metal fuses in space how does the rover not fuse to the jetpack
5602,47:01 ,is this a fortnite stream
5603,47:02 ,wait now I can spam
5604,47:02 ,Moments away from history
5605,47:02 ,when is it landing
5606,47:02 ,amazing from Canada
5607,47:02 ,We re no strangers to love
5608,47:02 ,EpicMonkeysAndApes
5609,47:03 ,NASA Hello is there any sort of a timer to the landing
5610,47:06 ,Hi Youtube I am Tycho Ammatuna
5611,47:07 ,good luck NASA I am very exciting
5612,47:07 ,landing sequence around  ish
5613,47:07 ,Gound control to major Tom
5614,47:09 ,this is kinda boring
5615,47:10 ,did it already land
5616,47:10 ,Space nerds
5617,47:10 ,world recoes
5618,47:10 ,So NASA with millions of dollars of budget and just p streaming with mediocre audio that jumps every  seconds good job
5619,47:11 ,search esoteric gold for the elixir of immortality for real
5620,47:11 ,Whose name will land on mars aswell
5621,47:11 ,Hey NASA what planet do you think the people at NASA will try to explore next When do you think this will happen Good Luck from Illinois
5622,47:11 ,grtz from the Netherlands
5623,47:12 ,From TUCSON
5624,47:12 ,Any fossils yet
5625,47:12 ,RICKROLL NAZAAAAAAAAAAAAA
5626,47:12 ,who drank all the Mars water
5627,47:12 ,whoopwhoop
5628,47:13 ,where is Elon Musk
5629,47:14 ,freeporcay
5630,47:14 ,slow mode is on
5631,47:15 ,Rip opportunity
5632,47:15 ,when did we do this
5633,47:15 ,ITS SUPPOSED TO LAND IN EXACTLY  MINUTES
5634,47:16 ,BillGates Hello
5635,47:17 ,spacex is better
5636,47:17 ,can you just build a XL perseverance and put humans on it
5637,47:17 ,Yo Dream give Perseverance some of that luck homie
5638,47:18 ,what
5639,47:19 ,From San Jose California
5640,47:20 ,Woot God speed Actually slower maybe
5641,47:20 ,Hello from the United States
5642,47:20 ,I was here Hello from Czech republic
5643,47:21 ,Power Point in the background
5644,47:21 ,NASA can control a spacecraft with pinpoint accuracy from  million miles away but not run a stream without lagging
5645,47:21 ,Foot Flix hes a popular youtuber hes actually one of the people who helped designed the mars rovers
5646,47:22 ,DID IT LAND YET
5647,47:22 ,Are we alinea in the universe
5648,47:22 ,Good luck for the mission I am watching from germany
5649,47:23 ,i was here pog
5650,47:23 ,touchdown in  minutes
5651,47:24 ,rip opportunity
5652,47:25 ,Is Mark Rober u here with us brother
5653,47:26 ,Greetings from Germany
5654,47:26 ,WHEN IS IT LANDING
5655,47:26 ,Me when the
5656,47:26 ,Who else found out form mark rober
5657,47:27 ,Who else is here from mark rober
5658,47:28 ,has it landed yet
5659,47:28 ,NASA will there be live feed from the rover or virtual live feed
5660,47:29 ,stayhome stayhome stayhome
5661,47:29 ,all you ready for the rock an roll
5662,47:29 ,So many female engineers
5663,47:30 ,Where is the landing footage yt yt
5664,47:30 ,how long before take off
5665,47:30 ,dream is here
5666,47:30 ,of course there are redundancies if the parachute fails there is a backup for such an expensive project it would be a pity if it hadn t
5667,47:30 ,Mark rober brought me here
5668,47:31 ,hello from morocco
5669,47:31 ,pathfinder
5670,47:31 ,elif ve ali Mert Thank you We re very excited too
5671,47:31 ,I CAN T WAIT
5672,47:32 ,Ha there is life
5673,47:34 ,I want to work there
5674,47:34 ,where the aliens at
5675,47:35 ,Mark Rober do you think we re going to find past life on mars I sure hope we do please acknowledge
5676,47:35 ,countdowntomars
5677,47:36 ,here is   how many minutes to launch
5678,47:37 ,how long till landing sequence
5679,47:37 ,What if we put water and trees on mars If the ground was once fertile could it still have fertility If so we could rebuild the ozone layer right
5680,47:37 ,720p WHAT THE
5681,47:37 ,When is it landing
5682,47:38 ,Nasa are the imposters sus
5683,47:39 ,this will be fun
5684,47:39 ,Cool but when does it land
5685,47:39 ,NASA Why are the samples not back on earth until 
5686,47:40 ,NASA This is off topic but I want to be an aerospace engineer when I get older What does it take to work there
5687,47:41 ,When are they going to land it
5688,47:41 ,MARK ROBER YOU NOW LIVE FOREVER
5689,47:41 ,YEET THE ROVER INTO SPACE
5690,47:41 ,NASA good luck I am so excited this is the first time a rover has landed and I have been aware of it because I am young space is such an interest of mine so infinite good luck
5691,47:44 ,Can t wait to see an actual picture of Mars live here today
5692,47:45 ,Hello from Canada
5693,47:45 ,Connexion is bad audio keeps clipping
5694,47:45 ,We all ar from mars
5695,47:45 ,NASA I want to work as an astronaut and aerospace engineer when I grow up
5696,47:46 ,when is the landing
5697,47:46 ,still waiting patiently here in South Africa
5698,47:46 ,NASA Thank you for your intense curiousity and history
5699,47:46 ,the viewers are building by the thousands 
5700,47:46 ,NASA Question What will happen to perseverance if it doesn t land Like will it permanently stay on there destroyed
5701,47:47 ,WHERE IS HE MARK ROBER
5702,47:47 ,Cool tech
5703,47:47 ,its landing at   pacific time
5704,47:51 ,It s not SpaceX vs NASA you NOOBS
5705,47:51 ,Remainings heya im a fan
5706,47:51 ,Ground Control to Major Tom
5707,47:52 ,WHO IS MARK ROBER
5708,47:52 ,Yo Do they have  card on Mars
5709,47:52 ,why she
5710,47:52 ,Santiago M How much time does it take for Perseverance to land on Mars
5711,47:52 ,Hello from Greece
5712,47:53 ,which time rekord and helicopter is on the mars NASA
5713,47:53 ,Is it really that pirservient
5714,47:55 ,when is it landing
5715,47:55 ,Good luck from Montreal Canada
5716,47:56 ,RIP opportunity
5717,47:56 ,NASA is there COVID in Mars
5718,47:56 ,i heartly hope that Perseverance will land safely
5719,47:56 ,mark rober is going to the moon wow
5720,47:57 ,hey
5721,47:59 ,love from IRAN
5722,48:00 ,how much time
5723,48:00 ,good luck from England
5724,48:00 ,nearly  million watching
5725,48:01 ,De Spin phase is in  minutes
5726,48:02 ,Remainings Hey man Love the content Keep going
5727,48:02 ,At what time is it landing
5728,48:02 ,what is mars
5729,48:02 ,Matt Watson from supermega
5730,48:02 ,It s time Bois and gals
5731,48:02 ,NASA how and when would the Mars Helicopter Ingenuity be deployed from the Perseverance Thanks
5732,48:03 ,people write so much
5733,48:05 ,NASA how long do it takes from start to landing on the mars sorry for my English
5734,48:05 ,How much longer
5735,48:05 ,has it landed yet
5736,48:06 ,NAO TEM OXIGENIO EM MARTE
5737,48:06 ,Right Side Broadcasting
